id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,age_group,income_group,spending_group,customer_value_score,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,kmeans_cluster,rfm_segment,estimated_clv
377,46,Male,123037,100,1,9,Home & Garden,617.74,45-54,High,High Spenders,79.00110000000001,302,9,617.74,1,1,4,114,3,Cannot Lose Them,5559.66
378,45,Female,110174,87,5,32,Home & Garden,388.15,45-54,High,High Spenders,78.1722,141,32,388.15,4,4,3,443,3,Others,62104.0
379,41,Female,30074,95,8,19,Clothing,78.82,35-44,Low,High Spenders,63.212199999999996,232,19,78.82,2,2,1,221,3,Price Sensitive,11980.64
380,59,Other,140349,75,2,6,Sports,383.64,55-64,High,High Spenders,76.1647,323,6,383.64,1,1,2,112,3,Others,4603.68
381,67,Female,104036,56,10,37,Sports,998.98,65+,High,Medium Spenders,73.9808,106,37,998.98,4,4,5,445,1,Champions,369622.60000000003
382,68,Other,93926,45,5,22,Electronics,19.14,65+,Medium,Medium Spenders,56.397800000000004,211,22,19.14,2,2,1,221,2,Price Sensitive,2105.4
383,65,Male,124796,4,5,38,Sports,247.96,65+,High,Low Spenders,49.418800000000005,99,38,247.96,4,4,2,442,2,Others,47112.399999999994
384,46,Male,120914,1,1,41,Home & Garden,329.9,45-54,High,Low Spenders,39.084199999999996,78,41,329.9,5,4,2,542,2,New Customers,13525.9
385,38,Male,78829,73,7,20,Sports,665.25,35-44,Medium,High Spenders,67.04870000000001,225,20,665.25,2,2,4,224,1,Others,93135.0
386,69,Male,105810,57,6,28,Groceries,985.94,65+,High,Medium Spenders,66.82300000000001,169,28,985.94,3,3,5,335,1,Loyal Customers,165637.91999999998
387,51,Female,105658,49,9,9,Electronics,785.55,45-54,High,Medium Spenders,69.3874,302,9,785.55,1,1,4,114,1,Cannot Lose Them,63629.549999999996
388,25,Female,100053,6,5,33,Electronics,832.57,25-34,High,Low Spenders,42.7459,134,33,832.57,4,4,5,445,0,Champions,137374.05000000002
389,34,Other,118622,99,4,47,Sports,122.21,25-34,High,High Spenders,83.6566,36,47,122.21,5,5,1,551,3,New Customers,22975.48
390,37,Male,65343,89,3,2,Electronics,668.23,35-44,Medium,High Spenders,61.2229,351,2,668.23,1,1,4,114,3,Cannot Lose Them,4009.38
391,67,Female,101759,57,3,19,Sports,670.51,65+,High,Medium Spenders,59.5177,232,19,670.51,2,2,4,224,0,Others,38219.07
392,28,Male,59278,60,2,8,Home & Garden,362.41,25-34,Medium,Medium Spenders,45.8634,309,8,362.41,1,1,2,112,3,Others,5798.56
393,55,Female,127542,79,8,12,Clothing,632.6,55-64,High,High Spenders,85.9826,281,12,632.6,2,2,4,224,1,Others,60729.600000000006
394,69,Female,74331,83,9,11,Clothing,341.63,65+,Medium,High Spenders,73.6093,288,11,341.63,1,1,2,112,1,Others,33821.369999999995
395,69,Female,119075,40,8,44,Home & Garden,866.72,65+,High,Medium Spenders,68.1625,57,44,866.72,5,5,5,555,1,Champions,305085.44
396,54,Other,87418,21,2,27,Groceries,846.76,45-54,Medium,Low Spenders,38.8954,176,27,846.76,3,3,5,335,0,Loyal Customers,45725.04
397,23,Other,37713,11,8,31,Electronics,481.24,18-24,Low,Low Spenders,32.023900000000005,148,31,481.24,4,3,3,433,2,Others,119347.52
398,48,Male,36282,14,10,3,Sports,210.43,45-54,Low,Low Spenders,36.5146,344,3,210.43,1,1,2,112,2,Others,6312.9
399,19,Female,69790,3,9,38,Groceries,596.63,18-24,Medium,Low Spenders,40.517,99,38,596.63,4,4,3,443,2,Others,204047.46
400,41,Female,147962,90,2,9,Clothing,688.61,35-44,High,High Spenders,84.4786,302,9,688.61,1,1,4,114,3,Cannot Lose Them,12394.98
401,32,Other,86268,96,3,21,Electronics,643.36,25-34,Medium,High Spenders,70.4904,218,21,643.36,2,2,4,224,3,Others,40531.68
402,63,Male,149062,66,9,7,Clothing,441.11,55-64,High,Medium Spenders,89.1886,316,7,441.11,1,1,3,113,1,Others,27789.93
403,40,Other,127948,29,6,26,Groceries,144.78,35-44,High,Low Spenders,62.2444,183,26,144.78,3,3,1,331,2,Others,22585.68
404,36,Male,30121,39,10,16,Groceries,233.08,35-44,Low,Medium Spenders,44.796299999999995,253,16,233.08,2,2,2,222,2,Others,37292.8
405,21,Male,42889,12,2,20,Home & Garden,789.92,18-24,Low,Low Spenders,21.866699999999998,225,20,789.92,2,2,4,224,0,Others,31596.8
406,29,Other,141369,42,10,16,Home & Garden,862.54,25-34,High,Medium Spenders,79.3707,253,16,862.54,2,2,5,225,1,Others,138006.4
407,24,Other,119844,78,4,6,Groceries,572.31,18-24,High,High Spenders,75.2132,323,6,572.31,1,1,3,113,3,Others,13735.439999999999
408,40,Other,135305,54,8,29,Clothing,831.6,35-44,High,Medium Spenders,78.48150000000001,162,29,831.6,3,3,5,335,1,Loyal Customers,192931.2
409,63,Female,70967,59,6,10,Home & Garden,954.05,55-64,Medium,Medium Spenders,56.990100000000005,295,10,954.05,1,1,5,115,0,Cannot Lose Them,57243.0
410,20,Female,98213,12,5,37,Home & Garden,902.24,18-24,Medium,Low Spenders,44.63389999999999,106,37,902.24,4,4,5,445,0,Champions,166914.4
411,43,Female,89856,96,3,2,Clothing,114.47,35-44,Medium,High Spenders,71.3768,351,2,114.47,1,1,1,111,3,Others,686.8199999999999
412,61,Other,80988,34,8,14,Clothing,937.86,55-64,Medium,Medium Spenders,54.0364,267,14,937.86,2,2,5,225,1,Others,105040.32
413,19,Female,105731,9,7,10,Home & Garden,421.08,18-24,High,Low Spenders,49.4193,295,10,421.08,1,1,3,113,2,Others,29475.600000000002
414,69,Female,117737,6,4,9,Groceries,877.51,65+,High,Low Spenders,45.811099999999996,302,9,877.51,1,1,5,115,0,Cannot Lose Them,31590.36
415,57,Male,52164,53,3,36,Groceries,710.84,55-64,Medium,Medium Spenders,43.2092,113,36,710.84,4,4,4,444,0,Loyal Customers,76770.72
416,38,Other,51327,62,5,24,Sports,645.43,35-44,Medium,Medium Spenders,50.4381,197,24,645.43,3,3,4,334,0,Promising,77451.6
417,52,Other,101105,11,9,2,Home & Garden,714.72,45-54,High,Low Spenders,52.7515,351,2,714.72,1,1,4,114,2,Cannot Lose Them,12864.960000000001
418,51,Female,97565,48,10,31,Clothing,656.9,45-54,Medium,Medium Spenders,68.7795,148,31,656.9,4,3,4,434,1,Promising,203638.99999999997
419,64,Other,71594,40,4,42,Clothing,487.73,55-64,Medium,Medium Spenders,45.8982,71,42,487.73,5,5,3,553,0,New Customers,81938.64
420,46,Male,60671,57,5,48,Home & Garden,817.69,45-54,Medium,Medium Spenders,51.4813,29,48,817.69,5,5,5,555,0,Champions,196245.6
421,46,Female,90871,56,4,39,Clothing,592.97,45-54,Medium,Medium Spenders,58.0513,92,39,592.97,4,4,3,443,0,Others,92503.32
422,56,Other,36843,46,7,12,Home & Garden,22.15,55-64,Low,Medium Spenders,43.5729,281,12,22.15,2,2,1,221,2,Price Sensitive,1860.5999999999997
423,62,Female,96260,30,6,45,Electronics,159.13,55-64,Medium,Medium Spenders,53.328,50,45,159.13,5,5,1,551,2,New Customers,42965.1
424,56,Male,134502,46,5,5,Groceries,394.49,55-64,High,Medium Spenders,68.8006,330,5,394.49,1,1,3,113,2,Others,9862.25
425,41,Male,67039,100,1,36,Electronics,178.68,35-44,Medium,High Spenders,62.4717,113,36,178.68,4,4,2,442,3,Others,6432.4800000000005
426,40,Other,142251,90,10,14,Electronics,866.52,35-44,High,High Spenders,98.8153,267,14,866.52,2,2,5,225,1,Others,121312.79999999999
427,47,Female,49336,11,10,11,Sports,877.17,45-54,Low,Low Spenders,39.3108,288,11,877.17,1,1,5,115,1,Cannot Lose Them,96488.69999999998
428,54,Other,90780,24,3,46,Groceries,824.65,45-54,Medium,Low Spenders,43.294000000000004,43,46,824.65,5,5,5,555,0,Champions,113801.70000000001
429,20,Male,49308,29,6,19,Electronics,351.64,18-24,Low,Low Spenders,38.5824,232,19,351.64,2,2,2,222,2,Others,40086.96
430,64,Other,124369,74,2,3,Home & Garden,275.4,55-64,High,High Spenders,70.94069999999999,344,3,275.4,1,1,2,112,3,Others,1652.3999999999999
431,40,Male,99618,80,4,22,Groceries,15.04,35-44,Medium,High Spenders,70.1054,211,22,15.04,2,2,1,221,3,Price Sensitive,1323.52
432,29,Female,133291,52,4,42,Clothing,916.28,25-34,High,Medium Spenders,69.2073,71,42,916.28,5,5,5,555,0,Champions,153935.04
433,44,Female,100832,90,8,39,Electronics,769.0,35-44,High,High Spenders,82.6396,92,39,769.0,4,4,4,444,1,Loyal Customers,239928.0
434,57,Male,60668,66,6,28,Electronics,984.6,55-64,Medium,Medium Spenders,56.8804,169,28,984.6,3,3,5,335,1,Loyal Customers,165412.8
435,32,Female,69782,76,1,9,Home & Garden,803.28,25-34,Medium,High Spenders,53.424600000000005,302,9,803.28,1,1,5,115,0,Cannot Lose Them,7229.5199999999995
436,52,Other,136827,87,5,20,Sports,322.29,45-54,High,High Spenders,86.0481,225,20,322.29,2,2,2,222,3,Others,32229.0
437,48,Other,51565,44,5,20,Groceries,552.48,45-54,Medium,Medium Spenders,43.2695,225,20,552.48,2,2,3,223,0,Others,55248.0
438,47,Female,95033,25,3,35,Electronics,273.38,45-54,Medium,Low Spenders,44.8599,120,35,273.38,4,4,2,442,2,Others,28704.899999999998
439,63,Female,118402,74,3,12,Sports,828.04,55-64,High,High Spenders,71.2406,281,12,828.04,2,2,5,225,0,Others,29809.44
440,23,Female,130546,71,9,36,Sports,799.33,18-24,High,High Spenders,85.9238,113,36,799.33,4,4,4,444,1,Loyal Customers,258982.92
441,46,Male,68970,50,9,46,Clothing,392.35,45-54,Medium,Medium Spenders,59.151,43,46,392.35,5,5,3,553,1,New Customers,162432.90000000002
442,26,Female,84460,45,1,33,Clothing,219.67,25-34,Medium,Medium Spenders,45.66799999999999,134,33,219.67,4,4,2,442,3,Others,7249.11
443,47,Other,138199,79,10,43,Electronics,171.38,45-54,High,High Spenders,93.48970000000001,64,43,171.38,5,5,1,551,1,New Customers,73693.4
444,62,Other,59481,30,4,35,Clothing,121.0,55-64,Medium,Medium Spenders,38.194300000000005,120,35,121.0,4,4,1,441,2,Others,16940.0
445,62,Female,75974,68,4,46,Groceries,180.09,55-64,Medium,Medium Spenders,58.452200000000005,43,46,180.09,5,5,2,552,3,New Customers,33136.56
446,53,Male,56570,29,7,37,Electronics,432.65,45-54,Medium,Low Spenders,42.940999999999995,106,37,432.65,4,4,3,443,2,Others,112056.34999999999
447,27,Other,68689,83,8,33,Groceries,782.58,25-34,Medium,High Spenders,70.1367,134,33,782.58,4,4,4,444,1,Loyal Customers,206601.12000000002
448,31,Female,46106,72,7,2,Sports,59.82,25-34,Low,High Spenders,56.6518,351,2,59.82,1,1,1,111,3,Others,837.48
449,50,Male,46524,1,4,7,Home & Garden,371.62,45-54,Low,Low Spenders,22.4272,316,7,371.62,1,1,2,112,2,Others,10405.36
450,48,Male,60382,13,3,27,Electronics,694.59,45-54,Medium,Low Spenders,29.5846,176,27,694.59,3,3,4,334,0,Promising,56261.79
451,24,Other,147555,65,4,28,Groceries,434.84,18-24,High,Medium Spenders,78.54650000000001,169,28,434.84,3,3,3,333,3,Others,48702.079999999994
452,45,Female,93800,33,10,32,Sports,391.45,45-54,Medium,Medium Spenders,61.66,141,32,391.45,4,4,3,443,2,Others,125264.0
453,30,Male,35565,83,8,17,Electronics,238.79,25-34,Low,High Spenders,60.039500000000004,246,17,238.79,2,2,2,222,3,Others,32475.44
454,27,Male,143992,31,2,32,Home & Garden,994.1,25-34,High,Medium Spenders,59.91759999999999,141,32,994.1,4,4,5,445,0,Champions,63622.4
455,28,Other,126571,82,10,8,Electronics,26.12,25-34,High,High Spenders,90.8513,309,8,26.12,1,1,1,111,3,Others,2089.6
456,61,Other,57851,46,3,5,Clothing,604.29,55-64,Medium,Medium Spenders,41.8053,330,5,604.29,1,1,3,113,0,Others,9064.349999999999
457,30,Other,120083,47,1,49,Electronics,443.12,25-34,High,Medium Spenders,57.3149,22,49,443.12,5,5,3,553,0,New Customers,21712.88
458,62,Male,32827,69,8,2,Groceries,468.37,55-64,Low,Medium Spenders,53.4681,351,2,468.37,1,1,3,113,1,Others,7493.92
459,30,Other,100399,96,2,5,Clothing,705.64,25-34,High,High Spenders,72.5697,330,5,705.64,1,1,4,114,3,Cannot Lose Them,7056.4
460,55,Female,105647,94,1,14,Sports,737.91,55-64,High,High Spenders,71.4341,267,14,737.91,2,2,4,224,3,Others,10330.74
461,41,Male,141605,100,4,20,Home & Garden,693.02,35-44,High,High Spenders,90.6815,225,20,693.02,2,2,4,224,3,Others,55441.6
462,57,Female,46563,86,4,24,Electronics,800.46,55-64,Low,High Spenders,56.6089,197,24,800.46,3,3,4,334,0,Promising,76844.16
463,53,Male,37569,18,8,50,Clothing,634.92,45-54,Low,Low Spenders,34.9707,15,50,634.92,5,5,4,554,1,Champions,253967.99999999997
464,65,Female,138529,87,10,14,Sports,461.61,65+,High,High Spenders,96.4987,267,14,461.61,2,2,3,223,1,Others,64625.4
465,54,Female,40858,48,6,20,Clothing,34.88,45-54,Low,Medium Spenders,43.6574,225,20,34.88,2,2,1,221,2,Price Sensitive,4185.6
466,69,Other,143640,14,8,2,Clothing,387.39,65+,High,Low Spenders,64.71199999999999,351,2,387.39,1,1,3,113,2,Others,6198.24
467,25,Male,99668,1,1,50,Groceries,937.86,25-34,Medium,Low Spenders,32.800399999999996,15,50,937.86,5,5,5,555,0,Champions,46893.0
468,54,Male,32276,73,2,44,Clothing,554.58,45-54,Low,High Spenders,43.3228,57,44,554.58,5,5,3,553,0,New Customers,48803.04
469,32,Other,100736,84,10,32,Groceries,863.93,25-34,High,High Spenders,84.1408,141,32,863.93,4,4,5,445,1,Champions,276457.6
470,53,Other,139508,92,6,39,Clothing,172.99,45-54,High,High Spenders,91.0424,92,39,172.99,4,4,1,441,3,Others,40479.66
471,32,Male,38683,59,10,47,Groceries,846.85,25-34,Low,Medium Spenders,55.6749,36,47,846.85,5,5,5,555,1,Champions,398019.50000000006
472,35,Other,42390,27,3,41,Electronics,781.31,35-44,Low,Low Spenders,29.927000000000003,78,41,781.31,5,4,4,544,0,Champions,96101.13
473,53,Female,104435,42,4,34,Home & Garden,795.81,45-54,High,Medium Spenders,56.4705,127,34,795.81,4,4,4,444,0,Loyal Customers,108230.15999999999
474,54,Female,111261,56,1,44,Groceries,216.09,45-54,High,Medium Spenders,58.2183,57,44,216.09,5,5,2,552,3,New Customers,9507.960000000001
475,36,Other,112674,12,7,35,Groceries,590.32,35-44,High,Low Spenders,52.9522,120,35,590.32,4,4,3,443,2,Others,144628.4
476,38,Male,144083,23,1,28,Groceries,158.15,35-44,High,Low Spenders,54.7049,169,28,158.15,3,3,1,331,2,Others,4428.2
477,42,Male,115342,19,4,47,Sports,13.69,35-44,High,Low Spenders,50.672599999999996,36,47,13.69,5,5,1,551,2,New Customers,2573.72
478,48,Other,143424,24,3,22,Home & Garden,594.94,45-54,High,Low Spenders,58.8472,211,22,594.94,2,2,3,223,0,Others,39266.04
479,58,Female,137836,19,9,21,Electronics,172.39,55-64,High,Low Spenders,67.1608,218,21,172.39,2,2,1,221,2,Price Sensitive,32581.709999999995
480,19,Female,35529,62,4,24,Clothing,177.69,18-24,Low,Medium Spenders,43.6987,197,24,177.69,3,3,2,332,3,Others,17058.239999999998
481,54,Male,105641,17,9,37,Sports,173.81,45-54,High,Low Spenders,56.8623,106,37,173.81,4,4,1,441,2,Others,57878.73
482,65,Other,120542,52,3,36,Clothing,70.22,65+,High,Medium Spenders,63.322599999999994,113,36,70.22,4,4,1,441,3,Others,7583.76
483,44,Female,43069,55,6,33,Groceries,501.34,35-44,Low,Medium Spenders,47.250699999999995,134,33,501.34,4,4,3,443,1,Others,99265.31999999998
484,40,Male,61052,44,4,17,Groceries,135.19,35-44,Medium,Medium Spenders,44.0856,246,17,135.19,2,2,1,221,3,Price Sensitive,9192.92
485,65,Male,39113,85,9,42,Home & Garden,964.87,65+,Low,High Spenders,64.1539,71,42,964.87,5,5,5,555,1,Champions,364720.86
486,66,Other,91672,71,5,9,Clothing,10.4,65+,Medium,High Spenders,65.9916,302,9,10.4,1,1,1,111,3,Others,468.00000000000006
487,22,Female,104781,64,8,38,Home & Garden,151.48,18-24,High,Medium Spenders,73.4143,99,38,151.48,4,4,1,441,3,Others,46049.92
488,47,Other,124597,67,9,8,Clothing,885.33,45-54,High,Medium Spenders,82.25909999999999,309,8,885.33,1,1,5,115,1,Cannot Lose Them,63743.76
489,26,Female,96845,19,1,5,Home & Garden,154.89,25-34,Medium,Low Spenders,38.7035,330,5,154.89,1,1,1,111,2,Others,774.4499999999999
490,19,Female,113254,38,5,35,Clothing,633.5,18-24,High,Medium Spenders,59.5262,120,35,633.5,4,4,4,444,0,Loyal Customers,110862.5
491,22,Female,46900,70,1,24,Groceries,325.46,18-24,Low,High Spenders,44.31,197,24,325.46,3,3,2,332,3,Others,7811.039999999999
492,39,Male,84725,100,8,49,Sports,906.07,35-44,Medium,High Spenders,81.90749999999998,22,49,906.07,5,5,5,555,1,Champions,355179.44
493,51,Female,120616,71,1,16,Clothing,542.03,45-54,High,High Spenders,66.7448,253,16,542.03,2,2,3,223,3,Others,8672.48
494,35,Male,141134,24,4,48,Sports,649.61,35-44,High,Low Spenders,60.420199999999994,29,48,649.61,5,5,4,554,0,Champions,124725.12
495,59,Male,140809,45,5,45,Sports,917.5,55-64,High,Medium Spenders,70.6927,50,45,917.5,5,5,5,555,1,Champions,206437.5
496,33,Female,65486,76,2,11,Sports,302.05,25-34,Medium,High Spenders,54.1558,288,11,302.05,1,1,2,112,3,Others,6645.1
497,56,Male,145254,48,6,43,Sports,422.32,55-64,High,Medium Spenders,75.2062,64,43,422.32,5,5,3,553,1,New Customers,108958.56
498,54,Female,43308,56,5,50,Electronics,667.92,45-54,Low,Medium Spenders,45.8924,15,50,667.92,5,5,4,554,1,Champions,166980.0
499,25,Male,33065,61,7,40,Groceries,317.98,25-34,Low,Medium Spenders,48.719500000000004,85,40,317.98,4,4,2,442,3,Others,89034.40000000001
500,47,Male,69168,16,7,42,Clothing,638.96,45-54,Medium,Low Spenders,41.57040000000001,71,42,638.96,5,5,4,554,2,Champions,187854.24
501,42,Male,129999,73,5,2,Clothing,942.97,35-44,High,High Spenders,78.2197,351,2,942.97,1,1,5,115,0,Cannot Lose Them,9429.7
502,61,Female,41730,2,9,20,Electronics,177.64,55-64,Low,Low Spenders,31.519,225,20,177.64,2,2,2,222,2,Others,31975.199999999997
503,22,Male,75626,52,7,34,Electronics,154.67,18-24,Medium,Medium Spenders,57.8278,127,34,154.67,4,4,1,441,2,Others,36811.46
504,18,Other,142641,40,7,31,Electronics,240.64,18-24,High,Medium Spenders,73.1023,148,31,240.64,4,3,2,432,2,Others,52218.88
505,22,Male,53863,96,10,41,Electronics,491.64,18-24,Medium,High Spenders,74.9689,78,41,491.64,5,4,3,543,1,Loyal Customers,201572.39999999997
506,66,Male,149505,79,4,8,Sports,334.95,65+,High,High Spenders,84.5315,309,8,334.95,1,1,2,112,3,Others,10718.4
507,58,Male,132215,91,8,6,Sports,275.71,55-64,High,High Spenders,92.1245,323,6,275.71,1,1,2,112,3,Others,13234.079999999998
508,48,Other,72108,85,8,13,Sports,486.58,45-54,Medium,High Spenders,71.7624,274,13,486.58,2,2,3,223,1,Others,50604.32
509,68,Other,113760,64,2,37,Sports,462.62,65+,High,Medium Spenders,64.098,106,37,462.62,4,4,3,443,3,Others,34233.88
510,19,Male,111238,7,2,30,Sports,813.37,18-24,High,Low Spenders,40.471399999999996,155,30,813.37,3,3,5,335,0,Loyal Customers,48802.2
511,24,Other,109039,71,9,41,Sports,606.18,18-24,High,High Spenders,79.5217,78,41,606.18,5,4,3,543,1,Loyal Customers,223680.41999999998
512,33,Male,132968,49,10,45,Sports,641.53,25-34,High,Medium Spenders,79.9404,50,45,641.53,5,5,4,554,1,Champions,288688.5
513,19,Male,82506,10,5,41,Sports,406.32,18-24,Medium,Low Spenders,39.1618,78,41,406.32,5,4,3,543,2,Loyal Customers,83295.59999999999
514,69,Female,58668,40,2,15,Home & Garden,626.35,65+,Medium,Medium Spenders,37.7504,260,15,626.35,2,2,4,224,0,Others,18790.5
515,28,Male,66961,8,10,22,Groceries,179.82,25-34,Medium,Low Spenders,43.5083,211,22,179.82,2,2,2,222,2,Others,39560.4
516,32,Other,137280,95,6,3,Electronics,31.72,25-34,High,High Spenders,91.214,344,3,31.72,1,1,1,111,3,Others,570.96
517,18,Other,112021,9,3,11,Groceries,588.37,18-24,High,Low Spenders,43.3163,288,11,588.37,1,1,3,113,0,Others,19416.21
518,45,Female,110280,85,4,21,Groceries,944.07,45-54,High,High Spenders,75.294,218,21,944.07,2,2,5,225,0,Others,79301.88
519,45,Female,67753,64,4,48,Sports,926.69,45-54,Medium,Medium Spenders,54.405899999999995,29,48,926.69,5,5,5,555,0,Champions,177924.48
520,38,Male,54918,1,6,6,Electronics,979.26,35-44,Medium,Low Spenders,28.935399999999998,323,6,979.26,1,1,5,115,0,Cannot Lose Them,35253.36
521,69,Other,78534,100,2,9,Home & Garden,75.03,65+,Medium,High Spenders,67.65020000000001,302,9,75.03,1,1,1,111,3,Others,1350.54
522,29,Female,51471,96,3,13,Home & Garden,668.21,25-34,Medium,High Spenders,59.97130000000001,274,13,668.21,2,2,4,224,3,Others,26060.19
523,32,Female,58144,4,5,16,Electronics,923.37,25-34,Medium,Low Spenders,29.2032,253,16,923.37,2,2,5,225,0,Others,73869.6
524,47,Other,100338,13,9,40,Electronics,48.65,45-54,High,Low Spenders,53.7014,85,40,48.65,4,4,1,441,2,Others,17514.0
525,33,Female,90232,19,2,8,Clothing,255.08,25-34,Medium,Low Spenders,38.749599999999994,309,8,255.08,1,1,2,112,2,Others,4081.28
526,52,Male,133701,64,1,34,Clothing,534.25,45-54,High,Medium Spenders,68.0503,127,34,534.25,4,4,3,443,3,Others,18164.5
527,62,Female,117704,37,3,48,Sports,112.11,55-64,High,Medium Spenders,56.59119999999999,29,48,112.11,5,5,1,551,2,New Customers,16143.84
528,23,Female,144577,75,1,9,Clothing,826.02,18-24,High,High Spenders,75.4631,302,9,826.02,1,1,5,115,0,Cannot Lose Them,7434.18
529,57,Male,139366,39,5,50,Sports,34.5,55-64,High,Medium Spenders,67.9098,15,50,34.5,5,5,1,551,2,New Customers,8625.0
530,27,Male,106944,63,1,28,Sports,36.39,25-34,High,Medium Spenders,59.5632,169,28,36.39,3,3,1,331,3,Others,1018.9200000000001
531,61,Male,92031,44,7,11,Sports,573.31,55-64,Medium,Medium Spenders,59.3193,288,11,573.31,1,1,3,113,1,Others,44144.869999999995
532,19,Male,146165,38,9,45,Home & Garden,819.92,18-24,High,Medium Spenders,77.4995,50,45,819.92,5,5,5,555,1,Champions,332067.60000000003
533,36,Other,113794,74,1,27,Sports,377.75,35-44,High,High Spenders,66.0082,176,27,377.75,3,3,2,332,3,Others,10199.25
534,28,Male,121073,44,3,16,Sports,482.35,25-34,High,Medium Spenders,60.0819,253,16,482.35,2,2,3,223,3,Others,23152.800000000003
535,46,Other,61090,3,4,3,Sports,213.68,45-54,Medium,Low Spenders,27.557000000000002,344,3,213.68,1,1,2,112,2,Others,2564.16
536,62,Female,74474,49,2,18,Sports,933.65,55-64,Medium,Medium Spenders,46.1222,239,18,933.65,2,2,5,225,0,Others,33611.4
537,48,Female,57932,70,9,44,Home & Garden,192.46,45-54,Medium,High Spenders,63.819599999999994,57,44,192.46,5,5,2,552,1,New Customers,76214.16
538,39,Male,49970,53,5,24,Groceries,728.58,35-44,Low,Medium Spenders,46.431000000000004,197,24,728.58,3,3,4,334,0,Promising,87429.6
539,27,Male,73823,11,8,23,Electronics,27.4,25-34,Medium,Low Spenders,42.7769,204,23,27.4,3,3,1,331,2,Others,5041.599999999999
540,36,Male,37595,88,8,49,Groceries,600.48,35-44,Low,High Spenders,62.968500000000006,22,49,600.48,5,5,3,553,1,New Customers,235388.16
541,33,Female,103063,16,3,4,Electronics,998.51,25-34,High,Low Spenders,43.3589,337,4,998.51,1,1,5,115,0,Cannot Lose Them,11982.119999999999
542,69,Other,86860,70,1,1,Clothing,812.25,65+,Medium,High Spenders,56.068,358,1,812.25,1,1,5,115,0,Cannot Lose Them,812.25
543,68,Female,40478,22,4,46,Groceries,954.91,65+,Low,Low Spenders,29.4034,43,46,954.91,5,5,5,555,0,Champions,175703.44
544,66,Female,126893,3,1,32,Clothing,199.17,65+,High,Low Spenders,41.587900000000005,141,32,199.17,4,4,2,442,2,Others,6373.44
545,23,Female,123168,80,4,19,Clothing,860.95,18-24,High,High Spenders,77.1404,232,19,860.95,2,2,5,225,0,Others,65432.200000000004
546,44,Other,112137,37,7,18,Groceries,769.16,35-44,High,Medium Spenders,62.621100000000006,239,18,769.16,2,2,4,224,0,Others,96914.15999999999
547,60,Other,108533,23,9,24,Electronics,506.98,55-64,High,Low Spenders,59.999900000000004,197,24,506.98,3,3,3,333,2,Others,109507.68000000001
548,22,Female,93861,42,6,6,Home & Garden,73.13,18-24,Medium,Medium Spenders,57.0183,323,6,73.13,1,1,1,111,2,Others,2632.68
549,39,Male,30004,32,6,48,Sports,863.47,35-44,Low,Medium Spenders,34.2812,29,48,863.47,5,5,5,555,0,Champions,248679.36
550,53,Male,47499,85,2,45,Sports,338.69,45-54,Low,High Spenders,52.69970000000001,50,45,338.69,5,5,2,552,3,New Customers,30482.1
551,50,Male,43965,83,3,17,Electronics,83.38,45-54,Low,High Spenders,52.55950000000001,246,17,83.38,2,2,1,221,3,Price Sensitive,4252.38
552,20,Male,51199,100,5,5,Clothing,889.83,18-24,Medium,High Spenders,65.4097,330,5,889.83,1,1,5,115,3,Cannot Lose Them,22245.750000000004
553,69,Male,51759,18,9,14,Sports,563.48,65+,Medium,Low Spenders,40.8677,267,14,563.48,2,2,3,223,2,Others,70998.48
554,61,Female,54256,78,3,3,Home & Garden,886.44,55-64,Medium,High Spenders,53.5068,344,3,886.44,1,1,5,115,0,Cannot Lose Them,7977.960000000001
555,66,Other,53345,100,4,22,Sports,221.75,65+,Medium,High Spenders,64.2235,211,22,221.75,2,2,2,222,3,Others,19514.0
556,25,Female,52403,53,1,14,Groceries,73.34,25-34,Medium,Medium Spenders,39.060900000000004,267,14,73.34,2,2,1,221,3,Price Sensitive,1026.76
557,45,Male,95367,83,5,30,Home & Garden,845.33,45-54,Medium,High Spenders,72.1101,155,30,845.33,3,3,5,335,1,Loyal Customers,126799.5
558,40,Male,62536,84,4,28,Sports,149.07,35-44,Medium,High Spenders,60.6408,169,28,149.07,3,3,1,331,3,Others,16695.84
559,33,Male,121639,17,7,28,Home & Garden,422.14,25-34,High,Low Spenders,57.57169999999999,169,28,422.14,3,3,3,333,2,Others,82739.44
560,63,Male,82296,61,4,43,Home & Garden,390.89,55-64,Medium,Medium Spenders,57.518800000000006,64,43,390.89,5,5,3,553,3,New Customers,67233.08
561,61,Other,137276,92,5,8,Groceries,482.77,55-64,High,High Spenders,88.0628,309,8,482.77,1,1,3,113,3,Others,19310.8
562,18,Male,143235,46,10,31,Groceries,143.75,18-24,High,Medium Spenders,81.68050000000001,148,31,143.75,4,3,1,431,2,Others,44562.5
563,23,Male,143899,10,3,47,Groceries,361.81,18-24,High,Low Spenders,53.6397,36,47,361.81,5,5,2,552,2,New Customers,51015.21
564,56,Other,134923,18,3,31,Electronics,515.16,55-64,High,Low Spenders,53.986900000000006,148,31,515.16,4,3,3,433,2,Others,47909.88
565,68,Other,106635,85,10,30,Electronics,854.95,65+,High,High Spenders,86.2905,155,30,854.95,3,3,5,335,1,Loyal Customers,256485.0
